Perfil	ST_0_5_cm	ST_5_15_cm	ST_15_30_cm	ST_30_60_cm	ST_60_100_cm	X	Y	top	pH	COT	Al	Ca	Mg	Na	K	H_Al	P	Valor_S	CTCefetiva	Valor_T	Valor_V	m	SPS	s10ndvi	s10savi	s10b2	s10b3	s10b4	s10b8	s20b2	s20b3	s20b4	s20b5	s20b6	s20b7	s20b8A	s20b11	s20b12	lanb1	lanb2	lanb3	lanb4	lanb5	lanb6	lanb7	lanndvi	dem	hill_shade	aspect	convergence_index	curv_cross_sectional	curv_general	curv_longitudinal	curv_maximal	curv_minimal	curv_profile	curv_tangencial	difference	diurnal_anisotropic_heat	effective_air_flow_heights	gradient	Mass_balance_index	mid_slope_position	MRRTF	MRVBF	normalized_height	saga_wetness_index	slope_degress	slope_height	standardized_height	terrain_ruggedness_index	terrain_surface_classification_iwahashi	terrain_surface_convexity	valley_depth	amb_pedo
P775	2.27	2.31	3.22	3.63	4.46	538514.44	8750051.35	0	5.7	4.39	0.05	0.92	0.2	0.07	0.1	1.96	5.59	1.3	1.35	3.26	39.83	3.62	2.27	0.44	0.66	571.36	1001.56	1134.28	2925.04	577.4	1004.67	1133.54	1747.54	2527.39	2787.22	3112.11	3364.13	2120.46	208.13	355.48	770.15	913.4	2863.13	2936.03	1784.03	0.52	314.54	166.71	84.21	-0.17	0	-0.01	0	0	0	0	0	0.05	-0.05	132.51	0.04	-0.16	0.57	0.27	0.48	0.22	6.84	5.49	4.71	203.78	0.62	87.4	39.6	18.02	3
P776	2.29	2.23	2.04	2.17	2.45	536805.46	8749271.6	0	5.34	4.19	0.29	0.51	0.2	0.07	0.06	2.48	2.86	0.84	1.14	3.33	25.38	25.73	2.22	0.48	0.71	543.52	859.32	985.52	2762.64	539.04	852.51	975.71	1491.35	2279.21	2545.53	2935.87	3345.3	2151.26	234.07	334.23	653.35	766.7	2638.79	2822.72	1668.73	0.55	333.37	163.66	178.81	3.47	0	0	0	0	0	0	0	0.05	0.1	142.21	0.07	0.01	0.23	0.25	0.3	0.39	6.12	6.66	7.84	236.18	0.74	113	48.57	11.95	3
P779	2.17	2.07	1.9	5.81	10.77	538451	8748556	0	5.13	4.32	0.54	0.41	0.1	0.08	0.12	3	3.2	0.7	1.24	3.71	18.98	43.25	2.11	0.46	0.69	578.48	911.96	1105.32	2987.12	581.88	921.38	1114.73	1666.41	2541.71	2847.5	3110.42	3509.58	2204.87	225.91	337.1	692.41	867.93	2651.46	2910.08	1738.74	0.51	346.04	146.49	180.23	12.51	0.01	0.02	0.01	0.01	0	0	0	-0.05	0.14	166.42	0.28	0.34	0.65	0.31	0.05	0.82	4.47	13.39	13.94	315.8	1.59	99	67.92	3	2
P785	3.39	3.36	3.81	4.78	3.81	537268.03	8747266.16	0	5.85	3.65	0.1	0.82	0.92	0.08	0.09	0.4	16.97	1.9	2	2.3	82.67	4.87	3.4	0.33	0.5	670.44	995.24	1338.84	2612.08	657.42	987.94	1316.9	1737.32	2257.83	2473.57	2790.67	3915.74	2868.89	366.64	464.26	775.8	1012.25	2500.86	3240.38	2216.66	0.42	370.51	177.42	105.44	-1.16	0	0	0	0	0	0	0	0	0	174.69	0.01	0	0.07	0.55	2.6	0.54	8.8	1.03	10.07	278.92	0.11	66	30.82	8.72	5
P787	2.87	2.83	2.87	3.38	4.21	537549.87	8746960.76	0	5.7	3.2	0.15	0.51	0.41	0.09	0.06	1.96	2.59	1.06	1.21	3.03	35.16	12.08	2.87	0.46	0.68	493.56	755.96	968.36	2548.08	484.43	744.75	952.62	1364.97	2117.39	2379.62	2690.41	3199.12	2090.19	240.49	326.44	578.24	749.01	2390.45	2687.28	1636.4	0.52	365.38	177.16	126.36	1.45	0	0	0	0	0	0	0	0	0	170.55	0.01	0	0.31	1.77	3.52	0.35	9.4	0.7	11.62	239.74	0.08	98.92	73.37	21.91	5
P789	1.84	3.21	4.27	3.53	3.29	538241.65	8746490.34	0	4.79	9.38	0.73	0.31	0.31	0.08	0.06	3.7	2.59	0.75	1.48	4.44	16.8	49.48	1.76	0.46	0.7	485.48	724.76	939.04	2534.08	474.51	715.63	926.85	1348.92	2090.63	2376.77	2707.34	3243.38	2068.23	216.34	302.44	535.48	685.77	2362.3	2608.64	1529.41	0.55	354.27	178	100.23	-0.17	0	0	0	0	0	0	0	0	0	162.59	0.01	0	0.34	0.71	3.62	0.33	10.67	0.72	25.05	233.19	0.08	68.16	43.94	50.44	5
P793	2.02	2.53	3.68	5.3	6.58	539114.16	8746216.95	0	4.98	4.84	0.39	0.71	0.61	0.11	0.06	3.7	2.86	1.5	1.89	5.2	28.84	20.65	2.09	0.47	0.71	458.72	714.4	879.4	2451.44	457.07	704.38	874.76	1313.64	2053.63	2326.37	2647.53	3268.75	2085.57	235.19	325.11	569.59	711.66	2329.54	2691.1	1618.45	0.53	341.41	177	106.07	0.43	0	0	0	0	0	0	0	0	0	153.48	0.01	0	0.6	1	2.58	0.2	10.22	0.92	15.17	206.86	0.1	98	53.7	60.37	5
P795	1.52	2	2.84	3.9	4.65	538261.42	8745469.67	0	5.25	4.7	0.54	1.02	0.61	0.08	0.07	3.35	3.27	1.78	2.32	5.13	34.75	23.1	1.52	0.5	0.75	445.76	683.36	851.76	2518.4	452.43	690.8	862.04	1269.44	2084.25	2380.44	2699.15	3155.89	1968.55	234.23	320.96	575.59	731.31	2434.63	2680.96	1623.31	0.54	351.36	177.13	105.74	-0.4	0	0	0	0	0	0	0	0	0	158.68	0.02	0	0.1	1	2.53	0.55	9.01	0.86	30.55	271.45	0.09	98	37.21	24.78	5
P796	1.58	1.79	2.2	2.68	3.06	538943.91	8745202.19	0	5.16	7.91	0.39	0.41	0.2	0.07	0.06	3.87	2.59	0.75	1.14	4.62	16.23	34.21	1.6	0.46	0.69	542.72	838.68	1060.56	2830.56	554.13	849.49	1074.83	1561.55	2373.91	2680.87	3031.61	3560.27	2294.48	292.92	384.54	671.22	869.91	2685.55	2965.78	1822.66	0.51	338.21	175.94	118.11	0.6	0	0	0	0	0	0	0	0	0	151.31	0.02	0	0.3	0.84	2.44	0.35	8.99	1.2	16.47	230.53	0.13	98	62.11	30.79	5
P800	0.86	1.3	2.24	3.02	3.93	537330.17	8743661.81	0	4.41	6.86	1.27	0.2	0.2	0.08	0.05	7.69	3.14	0.54	1.81	8.23	6.56	70.12	0.95	0.44	0.66	504.44	768.28	1063.24	2573.76	467.73	721.1	979.86	1383.98	2079.87	2372.13	2705.91	3341.6	2097.47	219.23	303.02	553.79	731.6	2400.08	2725.06	1575.01	0.53	360	177.37	110.17	0.73	0	0	0	0	0	0	0	0	0	161.05	0.02	0.02	0.34	0.86	2.44	0.67	9.38	1.11	56.27	298.25	0.12	98	76.33	27.78	5
P805	1.52	2.12	3.6	5.3	6	539870.26	8739856.86	0	5.31	4.44	0.19	0.92	0.71	0.07	0.08	2.66	4.23	1.79	1.99	4.45	40.26	9.82	1.66	0.26	0.39	1090.08	1595.8	2047.04	3383.44	1100.6	1605.44	2071.19	2572.57	3005.13	3221.91	3604.59	4809.92	3699.31	528.36	717.72	1269.56	1688.72	3236.64	4254.43	3179.79	0.32	274.79	172.53	108.79	5.1	0	0	0	0	0	0	0	-0.02	0	104.48	0.06	0.08	0.12	1.32	0.7	0.44	9.29	2.26	13.21	217.66	0.27	111.08	64.32	16.86	4
P806	0.71	1.26	2.59	4.03	6.16	539708.99	8738918.82	0	4.75	12.27	0.34	1.94	1.33	0.09	0.11	6.82	6.07	3.46	3.8	10.28	33.64	8.98	0.85	0.31	0.47	825.92	1276	1613.68	3042.96	804.53	1270.42	1590.7	2132.52	2625.51	2872.59	3263.92	4429.19	3227.68	437.16	607.2	1087.64	1388.61	2953.41	3882.54	2727.66	0.36	235.1	180.85	180.19	0	0	0	0	0	0	0	0	0	0	79.21	0	0	0.9	0.71	3.91	0.05	11.47	0.14	2.42	176.17	0.02	35	47.94	45.97	4
P808	1.39	2.45	3.67	3.53	4.68	538518.87	8736496.3	0	5.3	10.22	0.15	2.55	1.12	0.16	0.17	5.61	5.73	4.01	4.15	9.61	41.68	3.52	1.67	0.31	0.47	566.96	857.92	1248.48	2374.8	560.88	855.7	1240.39	1660.2	1981.16	2210.01	2570.81	3878.73	2646.86	383.47	472.95	765.83	1076.85	2307.25	3334.03	2191.26	0.36	315.26	177.96	30.62	2.37	0	0	0	0	0	0	0	-0.02	0	147.7	0.02	0	0.76	3.82	1.5	0.88	9.68	0.1	34.35	297.91	0.01	35	41.45	4.78	5
P814	1.39	1.45	1.75	3.15	4.66	535503.1	8732958.01	0	5.69	3.74	0.15	1.12	0.82	0.06	0.13	2.14	3.75	2.13	2.28	4.26	49.93	6.43	1.43	0.29	0.44	873.72	1352.88	1735.44	3156.48	860.11	1331.22	1709.94	2231.94	2739.31	2978.01	3329.8	4289.76	3179.25	393.2	533.63	1021.96	1343.99	2955.43	3657.25	2602.1	0.38	324.54	187.4	310.69	0.86	0	0	0	0	0	0	0	-0.05	-0.02	180.33	0.1	0.06	0.57	0.45	0.93	0.79	8.11	2.96	44.7	292.25	0.33	113.12	73.04	12.03	5
P815	1.89	1.75	1.5	1.73	2.18	537306.21	8732822.9	0	5.66	2.83	0.05	0.61	0.61	0.07	0.14	2.14	3.75	1.43	1.48	3.56	40.07	3.3	1.83	0.34	0.52	597.52	889.92	1169.52	2399.6	592.04	881.73	1158.84	1590	2081.38	2288.24	2524.08	3699.54	2677.64	340.76	429.3	715.5	921.1	2315.97	3093.57	2157.91	0.43	331.91	178	75.17	0.79	0	0	0	0	0	0	0	0	-0.01	174.44	0.01	0	0.4	1.02	3.42	0.7	9.37	0.67	17.51	284.55	0.07	97.72	49.64	7.44	6
P819	1.15	1.23	1.97	3.79	3.2	539233.44	8731727.35	0	4.67	7.08	0.63	0.92	0.71	0.08	0.11	4.91	5.15	1.81	2.45	6.73	26.98	25.87	1.16	0.34	0.51	694	979.6	1306.64	2665.68	681.87	966.88	1291.63	1748.39	2227.13	2483.13	2832.94	3971.53	2682	347.16	437.78	735.07	1005.75	2521.64	3381.49	2219.77	0.43	313.17	178.5	62.21	-0.83	0	0	0	0	0	0	0	0.01	-0.02	159.76	0.02	0	0.36	0.54	2.11	0.32	9.2	1.42	7.79	218.19	0.16	83.92	36.44	16.38	5
P822	1.55	1.6	1.75	1.9	1.87	535722.09	8730629.53	0	5.23	3.01	0.19	0.71	0.41	0.06	0.06	2.66	2.28	1.24	1.43	3.89	31.81	13.59	1.56	0.46	0.69	512.52	835.32	990.6	2660.16	512.65	832.91	991.48	1573.01	2276.13	2511.79	2848.15	3394.48	2101.78	223.96	318.15	645.26	772.7	2524.62	2864.3	1648.14	0.53	352.89	183	302.5	-0.84	0	0	0	0	0	0	0	-0.02	0	196	0.04	-0.01	0.4	0.41	2.75	0.7	10.1	1.08	9.47	298.66	0.12	66	38.14	4.07	5
P823	1.02	1.36	2.39	2.56	2.95	537203.53	8730109.42	0	5.81	3.18	0.05	1.53	0.61	0.06	0.12	2.48	21.74	2.32	2.37	4.8	48.31	2.06	1.27	0.46	0.69	550.28	1011.24	1251.72	3436.96	538.92	993.01	1214.74	1829.14	3077.29	3362.46	3518.26	3579.01	2467.01	324.07	402.36	745.32	1017.94	2696.23	3334.39	2282.72	0.45	350.66	178.01	65.33	1.47	0	0	0	0	0	0	0	0.01	-0.02	190.24	0.01	-0.01	0.67	1.17	2.98	0.83	8.77	1.23	23.73	321.13	0.14	84.08	43.96	4.73	5
P825	1.92	1.7	1.43	1.73	3.73	533483.26	8729304.7	0	4.98	8.23	0.39	0.71	0.71	0.12	0.18	4.39	3.75	1.73	2.12	6.12	28.26	18.39	1.92	0.37	0.55	751.92	1220.44	1430.8	3078.64	761.58	1236.2	1458.45	2052.12	2727.9	2957.95	3260.19	4167.63	2728.42	367.27	525.29	1048.1	1320.43	2969.58	3715.4	2381.88	0.39	330.16	181.52	254.36	1.45	0	0	0	0	0	0	0	0	0.01	158.78	0.02	0.05	0.45	1.04	4.06	0.27	13.05	1.27	11.98	215.96	0.14	94.04	79.01	31.9	5
P826	1.4	1.5	1.78	2.14	2.52	536730.42	8729163.75	0	5.18	6.76	0.24	1.02	0.41	0.08	0.11	3.87	3.75	1.61	1.86	5.48	29.42	13.12	1.43	0.39	0.58	557.2	828.44	1066.8	2407.76	551.43	825.41	1061.69	1514.01	2024.97	2258	2570.94	3680.03	2431.77	321.54	389.1	645.27	831.5	2289.63	3111.8	1962.78	0.47	360.02	180	65.81	-0.83	0	0	0	0	0	0	0	-0.01	0	200.14	0.01	0.01	0.89	5.83	3.13	0.95	9.55	0.15	32.31	349.93	0.02	32.44	52.45	1.84	5
P827	1.9	1.84	1.71	1.47	1.45	533936.47	8728715.1	0	5.51	4.48	0.1	0.82	0.41	0.07	0.12	2.48	2.84	1.42	1.52	3.9	36.36	6.43	1.9	0.34	0.51	812.88	1198.64	1453.68	2930	814.95	1198.2	1460.65	1976.72	2500.7	2730.68	3127.67	4162.1	2757.39	327.08	479.11	896.99	1144.14	2780.23	3626.13	2313.86	0.42	335.03	180.53	253.52	1.19	0	0	0	0	0	0	0	0.01	0.01	163.05	0.01	0.01	0.68	1.43	3.1	0.16	11.89	0.66	3.53	198.66	0.08	93.44	55.93	18.79	5
P830	1.5	1.44	1.29	1.37	1.6	533867.48	8727990.53	0	5.35	2.34	0.19	0.51	0.51	0.06	0.1	2.66	1.58	1.18	1.37	3.83	30.74	14.19	1.47	0.37	0.55	650.8	994.08	1248.48	2709.68	650.96	993.52	1246.07	1755.46	2266.14	2521.61	2949.35	3912.15	2482.3	310.7	434.37	775.91	982.3	2603.19	3302.54	2002.61	0.45	333.48	182	272.97	-0.33	0	0	0	0	0	0	0	0.01	0.01	157.61	0	0	0.63	2.17	1.96	0.19	12.09	1.06	4.47	202.9	0.12	98	55.24	19.53	5
P833	1.42	1.4	1.33	1.8	2.39	537027.33	8727578.87	0	5.25	5.19	0.19	1.02	0.71	0.07	0.05	2.83	2.63	1.85	2.04	4.68	39.54	9.53	1.39	0.27	0.4	759.08	1216.36	1613.92	2727.28	738.06	1180.56	1557.47	1980.78	2430.23	2600.45	2803.64	4084.53	2966.84	388.65	488.11	880.98	1170.13	2493.24	3522.08	2517.53	0.36	359.09	178.12	90.11	-7.19	0	0	0	0	0	0	0	0.01	0	190.88	0.01	-0.04	0.91	5.88	3.12	0.95	9.88	0.93	31.63	350.49	0.11	98.28	36.49	1.53	6
P834	1.52	1.48	1.4	1.31	1.65	531647	8726410.64	0	5.45	3.03	0.24	0.41	0.41	0.06	0.05	2.83	2.28	0.92	1.16	3.75	24.51	20.97	1.51	0.32	0.48	897.08	1209.68	1485.6	2869.52	898.72	1211.57	1486.02	1903.71	2389.67	2665.56	3107.92	4197.39	2724.85	399.18	564.85	935.93	1177.44	2774.33	3618.83	2224.9	0.4	335.29	178	22.51	0	0	0	0	0	0	0	0	0	0	158.66	0	0	0.82	6.47	5.99	0.09	12.26	0.11	3.52	187.36	0.01	3	0	36.39	6
P836	1.75	2.09	2.4	2.18	2.21	535625.78	8725844.06	0	6.06	6.42	-0.05	1.53	1.22	0.08	0.05	1.79	2.07	2.88	2.84	4.67	61.74	-1.72	1.77	0.39	0.59	588.24	903.16	1114.64	2540.24	594.62	906.82	1121.45	1631.84	2134.61	2378.13	2751.5	3598.89	2315.94	321.36	421.9	747.46	964.16	2500.88	3187.15	2036.41	0.44	351.98	179.51	59.13	-2.62	0	0	0	0	0	0	0	0	0	177.63	0.01	0	0.68	6.94	3.99	0.84	11.18	0.23	11.51	323.29	0.03	28.6	37.32	2.2	6
P838	1.22	1.63	1.89	1.78	2.67	534309.42	8724686.24	0	6.1	7.55	0.05	1.73	1.43	0.06	0.13	1.79	14.18	3.35	3.4	5.14	65.19	1.43	1.19	0.39	0.59	578.96	956.36	1187.28	2709.68	584.74	961.11	1208.64	1740.27	2392.95	2606.83	2847.48	3669.39	2622.61	407.66	489.33	849.52	1088.84	2640.9	3318.49	2344.56	0.42	352.69	183	313.34	-0.74	0	0	0	0	0	0	0	0	0	177.63	0.01	0	0.53	0.39	2.97	0.77	9.45	0.76	10.35	310.89	0.08	66	51	3.14	5
P839	1.76	1.99	2.35	2.71	3.17	535120.69	8724416.3	0	4.45	3.04	0.1	0.41	0.41	0.06	0.03	2.31	1.09	0.91	1	3.21	28.18	9.72	1.76	0.36	0.54	698.68	1054.32	1353	2806	657.29	999.39	1260.19	1781.89	2400.19	2635.9	2942.77	3707.75	2536.44	328.65	426.29	752.5	947.43	2563.62	3156.98	2025.9	0.46	356.2	179	133.53	-0.35	0	0	0	0	0	0	0	0	0	181.54	0.01	0	0.63	6.69	1.71	0.82	10.9	0.17	9.73	322.62	0.02	35	53.42	2.18	6
P843	1.94	1.83	1.85	2.36	2.71	532068.12	8723462.37	0	5.5	3.39	0.1	0.82	0.2	0.05	0.03	1.61	1.16	1.1	1.2	2.72	40.58	8.12	1.92	0.37	0.55	690.72	1006.56	1271.64	2716.4	673.92	988.66	1246.4	1729.74	2231.46	2482.46	2938.67	3827.27	2467.56	408.86	518.29	832.81	1067.19	2698.55	3518.26	2153.08	0.43	340.13	183.82	21.18	0.81	0	0	0	0	0	0	0	0	0	168.69	0	0	0.72	0.74	4.83	0.14	11.09	0.11	4.21	196.23	0.01	3	10.32	26.15	5
P846	1.49	1.56	1.68	1.67	2.53	532857.24	8723586.08	0	5.5	3.45	0.1	0.61	0.31	0.05	0.04	2.48	1.37	1.01	1.1	3.49	28.84	8.83	1.5	0.37	0.56	610	928.32	1208.48	2634.96	595.53	910.58	1185.18	1646.21	2183.26	2441.49	2838.38	3810.84	2529.47	393.67	476.84	761.27	969.07	2562.65	3352.03	2109.73	0.45	346.66	183	295.94	0.9	0	0	0	0	0	0	0	0.01	0	175.92	0.01	0	0.1	1.07	2.57	0.45	9.1	0.93	6.32	251.09	0.1	98	56.09	7.75	5
P847	1.22	1.44	1.95	2.32	2.21	534318.84	8723219.1	0	5.4	1.14	0.24	0.61	0.2	0.05	0.03	3.18	0.81	0.9	1.14	4.07	22	21.38	1.28	0.39	0.59	602.8	916.56	1152.64	2606.56	589.55	900.05	1127.84	1616.31	2223.04	2479.55	2805.75	3575.58	2343.99	337.23	430.04	752.51	948.69	2604.7	3171.92	2003.17	0.47	359.18	180.22	97.26	-2.97	0	0	0	0	0	0	0	0	0	183.52	0	-0.02	0.75	5.93	3.37	0.87	10.95	0.31	10.24	335.7	0.04	25.88	9.36	1.48	6
P850	2.2	2.23	2.42	3.01	3.22	534144.53	8722778.76	0	6.53	1.43	0	1.53	0.71	0.07	0.11	0.75	5.99	2.42	2.42	3.16	76.41	0	2.2	0.32	0.48	658.96	985.88	1275.88	2481.44	650.75	972.97	1254.66	1700.96	2166.55	2356.21	2646.61	3719.32	2651.28	392.72	470.58	771.19	981.69	2426.8	3227.78	2137.82	0.42	360.51	180	230.16	-0.48	0	0	0	0	0	0	0	-0.01	0	184.81	0.01	0	0.71	5.93	1.74	0.86	11.68	0.1	13.27	333.33	0.01	17.08	47.36	2.25	6
P852	2.34	2.25	2.09	2.88	3.16	533322.52	8722625.44	0	5.17	1.49	0.29	0.31	0.1	0.05	0.03	1.79	1.79	0.49	0.79	2.28	21.63	37.21	2.29	0.37	0.55	557.92	822.56	1066.08	2298.08	549.87	823.59	1057.25	1466.87	1935.75	2162.7	2491.32	3513.23	2300.9	369.32	446.94	710.72	909.89	2268.22	3170.68	1976.57	0.43	355.29	181	268.41	-1.37	0	0	0	0	0	0	0	0	0	179.82	0.01	0	0.14	0.81	4.4	0.57	10.86	0.27	9.36	276.71	0.03	35	44.71	7.1	6
P853	1.02	1.25	1.71	2.07	1.67	534237.38	8722391.3	0	6.62	8.2	0	2.04	2.24	0.06	0.18	1.27	9.21	4.52	4.52	5.79	78.11	0	1.05	0.25	0.38	709.88	1030.64	1399.6	2331.6	704.57	1021.11	1381.98	1722.55	2021.37	2196.49	2468.02	4033.89	2978.77	442.46	528.49	806.96	1081.24	2155.86	3597.09	2503.43	0.33	361.33	180	324.34	7.54	0	0	0	0	0	0	0	0	0	185.85	0.01	0.01	0.67	5.96	0.61	0.84	10.49	0.4	9.56	330.39	0.04	70.84	71.48	1.88	6
P855	2.17	2.13	2.04	2.34	2.8	530866.59	8721325.23	0	4.99	3.89	0.39	0.2	0	0.05	0.02	1.96	0.53	0.27	0.66	2.24	12.29	58.65	2.14	0.35	0.52	611.76	1029.4	1436.8	2850.72	614.11	1026.85	1414.42	1890.06	2527.2	2729.12	2918.58	3631.54	2588.21	372.89	456.21	815.96	1114.93	2640.69	3295.65	2190.32	0.41	351.76	182	315.43	5.41	0	0	0	0	0	0	0	0.01	0	181.62	0	0.01	0.67	2.46	3.01	0.16	11.12	0.61	6.82	202.35	0.07	98.92	51.46	34.81	5
P861	1.44	1.45	1.51	1.72	2.67	546420.13	8719560.4	0	5.31	15.85	0.39	1.33	0.41	0.1	0.17	4.91	3.89	2	2.39	6.91	28.94	16.31	1.45	0.31	0.47	732.44	1175.16	1563.44	2913.44	734.9	1169.52	1565.3	2062.83	2516.15	2749.28	3027.87	4374.16	2931.84	460.6	602.04	1066.41	1440.22	2851.93	4065.59	2710.47	0.33	317.11	127	131.82	-1.89	0	0	0	0	0	0	0	0	0.08	153.19	0.26	0.11	0.24	0	0	0.6	8.53	14.78	18.93	259.67	1.68	113	54.27	12.91	2
P862	6.98	11.1	16.9	22.42	25.64	544645.06	8719542.18	0	6.3	16.71	0.05	7.24	16.72	2.17	1.72	4.23	9.21	27.86	27.9	32.09	86.81	0.17	6.77	0.21	0.32	885.44	1387.04	1948.64	3001.36	885.53	1381.24	1933.88	2381.66	2652.18	2860.99	3146.29	4846.81	3933.5	468.94	609.9	1010.29	1385.44	2620.49	3970.63	3031.04	0.31	258.69	180.39	225.56	6.61	0	0	0	0	0	0	0	0.05	0.07	107.46	0.03	0.08	0.77	0.51	0.39	0.12	7.69	4.66	2.64	183.08	0.52	102.76	58.91	23.69	3
P865	9.19	10.09	12.71	22.07	52.42	543956.65	8719285.3	0	5.76	13.99	0.15	2.55	3.87	1.17	1.05	3.67	3.89	8.65	8.8	12.32	70.22	1.66	9.53	0.32	0.48	646.52	967.48	1287.76	2497.12	636.78	955.51	1279.51	1691.13	2071.15	2318.19	2676.5	4406.73	3283.75	431.03	529.82	815.58	1046.44	2327.45	3611.29	2588.62	0.38	253.38	149.57	184.13	2.62	0	0.01	0.01	0.01	0	0.01	0	0.01	0.19	101.46	0.19	0.34	0.31	0.04	0.08	0.61	5.5	11.58	7.75	222.22	1.32	113	81.82	5.07	3
P867	0.41	1.43	4.89	6.22	2.61	540664.93	8719168.66	0	6.45	12.52	0.39	3.47	1.33	0.12	0.9	3.4	10.61	5.81	6.2	9.21	63.05	6.29	1.27	0.41	0.62	507.4	804.44	997.6	2389.2	505.42	801.98	994.47	1437.05	1961.96	2224.15	2550.86	3758.69	2502.88	328.1	390.99	647	801.04	2162.23	2974.35	1933.64	0.46	306.35	178.98	106.76	0	0	0	0	0	0	0	0	0	0	134.28	0.01	0	0.11	2.35	3.22	0.55	10.54	0.59	42.17	246.9	0.07	99	43.94	33.96	6
P868	1.98	2.62	4.07	4.62	5.23	545835.8	8719101.09	0	5.8	4.83	0.39	0.92	0.71	0.06	0.07	1.08	0.37	1.76	2.15	2.84	61.98	18.14	2.14	0.36	0.54	520.44	805.2	1033.12	2195.04	516.92	801.98	1030.45	1431.57	1837.1	2052.79	2349.38	3724.82	2538.38	379.82	470.64	736.78	918.17	2182.54	3195.82	2131.75	0.41	324.55	177.78	169.51	3.32	0	0	0	0	0	0	0	0	0.01	167.47	0.01	0.03	0.88	3.83	1.51	0.94	9.4	0.87	61.92	315.24	0.1	98.28	73.49	4.05	5
P872	0.7	3.46	12.63	24.27	6.49	544167.58	8718750.63	0	5.66	13.2	0.1	2.45	2.35	0.14	0.79	3.57	11.46	5.73	5.82	9.3	61.61	1.67	1.5	0.3	0.46	617.64	935.04	1261.44	2366.96	618.45	934.32	1264.95	1656.02	1992.54	2204.69	2532.33	4253.87	3217.87	452.65	543.33	829.49	1066.73	2272.17	3540.55	2590.05	0.36	256.32	187.47	183.32	-15.46	0	-0.01	0	0	0	0	0	0.04	-0.04	104.52	0.04	-0.15	0.67	0.18	1.35	0.16	8	4.51	1.45	186.77	0.54	113.08	46.96	8.02	2
P874	5.46	4.86	3.17	5.08	17.46	544369.51	8718681.5	0	5.99	7.51	0.05	3.06	7.04	0.71	0.72	2.57	2.17	11.53	11.57	14.1	81.75	0.42	5.06	0.3	0.44	758.48	1140	1464.8	2696.08	756.96	1139.68	1456.43	1913.96	2340.13	2574.66	2917.47	4430.09	3253.29	376.28	534.05	919.78	1172.4	2531.02	3658.58	2579.89	0.37	264.55	189.76	288.56	-3.1	0	0	0	0	0	0	0	0.03	0	111.54	0.04	-0.08	0.5	0.31	1.1	0.25	6.32	3.61	2.93	195.74	0.4	81	17.64	8.98	3
P875	4.2	4.31	4.87	6.56	8.24	535133.3	8718576.98	0	5.44	5.15	0.19	0.61	0.1	0.12	0.05	1.91	2.17	0.88	1.07	2.79	31.49	18.18	4.21	0.35	0.53	617.44	1003.24	1381.84	2775.2	598.96	991.01	1339.45	1841.18	2467.44	2681.61	2885.86	3555.24	2432.57	294.06	376.32	735.09	1014.88	2435.1	2791.64	1948.42	0.41	358.11	182.03	26.69	-3.5	0	0	0	0	0	0	0	0.02	-0.04	179.01	0.02	-0.08	0.57	0.35	1.49	0.22	8.63	2.46	3.62	213.19	0.27	97.32	43.64	13.46	5
P878	2.45	2.47	2.58	2.82	3.15	546401.88	8718126.54	0	6.27	23.98	0	2.04	2.14	0.16	0.07	2.07	7.94	4.41	4.41	6.48	68	0	2.48	0.28	0.42	678.76	985.4	1354.96	2391.76	670	977.35	1349.52	1721.94	2040.53	2253.05	2591.38	4323.86	3153.29	442.36	540.84	868.53	1006.69	2856.16	3442.7	2350.8	0.48	255.71	180.62	213.56	-1.2	0	0	0	0	0	0	0	0	0.07	109.14	0.07	-0.06	0.22	0.39	0.83	0.4	5.91	4.16	8.98	206.03	0.48	81.12	38.41	13.7	2
P879	8.36	7.88	6.57	6.22	7.4	535241.14	8717959.56	0	5.96	4.42	0.15	0.51	0	0.1	0.04	0.58	2.38	0.65	0.79	1.23	52.74	18.4	8.13	0.52	0.78	495.44	770.64	856.12	2671.2	503.27	779.97	861.03	1375.12	2238.91	2530.9	2858.62	2933.45	1760.68	246.56	326.17	608.39	710.14	2478.04	2361.38	1439.73	0.56	354.45	166.77	143.01	0.4	0	0	0	0	0	0	0	0.04	0.03	173.08	0.03	0.01	0.34	0.32	0.62	0.33	8.02	3.78	4.79	233.33	0.42	97	66.79	9.91	5
P881	3.09	2.3	3.04	11.08	13.98	543771.65	8717774.81	0	5.07	26.1	0.34	3.47	5.3	0.57	0.92	8.71	11.32	10.26	10.6	18.98	54.08	3.22	3	0.44	0.66	565.24	981.2	1112.44	2829.36	576.09	993.7	1145.69	1719.75	2444.46	2705.3	2948.84	3561.96	2465.25	330.42	444.43	837.3	980.28	2657.06	3054.6	2018.49	0.46	265.68	168.06	139.21	1.89	0	0	0	0	0	0	0	-0.02	0.03	111.7	0.09	0.02	0.19	0.52	0.48	0.59	5.96	3.96	8.76	228.16	0.44	113	57.07	5.77	3
